timestamp,ap_id,band,channel,channel_width_mhz,tx_power_dbm,noise_floor_dbm,nwifi_detected,nwifi_type,avg_client_snr_db,throughput_avg_mbps,p95_retry_pct,mean_qoe,mean_distance_m,p95_distance_m,max_distance_m,busy_time,total_time 
2025-11-02 0:00:40,AP_1,5,44,40,17,-97.24472757,FALSE,wifi,36.3213995,312.3615653,4.331242766,4.829792771,6.610378957,9.128585138,9.852400846,0.933250558,1
2025-11-02 0:00:40,AP_2,5,36,80,14,-95.37978068,FALSE,wifi,36.66793697,554.8537032,5.19918739,4.80149626,6.12077029,9.539559615,9.790603726,0.4053998667,1
2025-11-02 0:00:40,AP_3,5,44,20,19,-98.28987879,FALSE,wifi,37.06101646,187.6340561,3.103206059,4.87703735,6.484995021,9.660292623,9.82970962,0.9891049988,1
2025-11-02 0:00:40,AP_4,2.4,6,20,16,-94.38875074,TRUE,ZigBee,34.39251062,59.12331912,15.19449964,4.409702112,6.650650395,9.597728114,9.897326309,0.7459792576,1
2025-11-02 0:00:40,AP_5,5,48,40,18,-92.69834529,FALSE,wifi,33.46163748,293.6946032,11.40723285,4.57135825,6.648164559,9.677919232,9.985162281,0.06783375596,1
2025-11-02 0:00:40,AP_6,2.4,6,20,15,-92.80192295,TRUE,ZigBee,33.62462886,57.85282757,18.93401168,4.3287175,6.348248844,9.735041509,9.900529203,0.8695790624,1
2025-11-02 0:00:50,AP_1,5,44,40,17,-97.72952307,FALSE,wifi,36.80886859,323.9223175,3.19290248,4.875752551,6.610378957,9.128585138,9.852400846,0.00653875008,1
2025-11-02 0:00:50,AP_2,5,36,80,14,-94.4890514,FALSE,wifi,36.32059492,549.6698831,8.343967989,4.779668595,6.12077029,9.539559615,9.790603726,0.6220137486,1
2025-11-02 0:00:50,AP_3,5,44,20,19,-94.36069257,FALSE,wifi,35.09265362,177.5507054,6.517064188,4.721111026,6.484995021,9.660292623,9.82970962,0.9818549136,1
2025-11-02 0:00:50,AP_4,2.4,6,20,16,-90.88469078,FALSE,wifi,32.42287138,59.12607519,24.46667802,4.378150955,6.650650395,9.597728114,9.897326309,0.6444771663,1
2025-11-02 0:00:50,AP_5,5,48,40,18,-96.58530794,FALSE,wifi,35.70591129,312.8075285,4.760382915,4.792859442,6.648164559,9.677919232,9.985162281,0.4748792635,1
2025-11-02 0:00:50,AP_6,2.4,6,20,15,-92.87636782,TRUE,FHSS,34.03351216,58.71071519,19.05681969,4.384925651,6.348248844,9.735041509,9.900529203,0.3528072367,1
2025-11-02 0:01:00,AP_1,5,44,40,17,-96.92870544,TRUE,FHSS,36.74567011,301.3961078,11.5180652,4.63873723,6.610378957,9.128585138,9.852400846,0.5645289718,1
2025-11-02 0:01:00,AP_2,5,36,80,14,-96.30748109,FALSE,wifi,37.21801223,560.3468935,3.44271502,4.864157479,6.12077029,9.539559615,9.790603726,0.7737820026,1
2025-11-02 0:01:00,AP_3,5,44,20,19,-95.37913738,FALSE,wifi,35.35471319,179.5191442,6.005030168,4.735065317,6.484995021,9.660292623,9.82970962,0.5529067818,1
2025-11-02 0:01:00,AP_4,2.4,6,20,16,-93.21863552,TRUE,BLE,33.51304471,57.49871852,19.6005948,4.300721966,6.650650395,9.597728114,9.897326309,0.2749481284,1
2025-11-02 0:01:00,AP_5,5,48,40,18,-97.1000915,FALSE,wifi,36.17455995,312.8642783,4.338104748,4.817493339,6.648164559,9.677919232,9.985162281,0.6982899001,1
2025-11-02 0:01:00,AP_6,2.4,6,20,15,-93.1163164,TRUE,BLE,33.88244302,58.76262629,19.74470716,4.390006067,6.348248844,9.735041509,9.900529203,0.7044365188,1
2025-11-02 0:01:10,AP_1,5,44,40,17,-94.60957437,FALSE,wifi,35.40520858,306.1569563,4.385574318,4.773697438,6.610378957,9.128585138,9.852400846,0.9081440407,1
2025-11-02 0:01:10,AP_2,5,36,80,14,-93.7680781,FALSE,wifi,35.86913072,549.7669525,6.527340232,4.735240803,6.12077029,9.539559615,9.790603726,0.0920204654,1
2025-11-02 0:01:10,AP_3,5,44,20,19,-93.90499429,FALSE,wifi,34.67269273,178.6251858,9.53596024,4.669520847,6.484995021,9.660292623,9.82970962,0.9864510747,1
2025-11-02 0:01:10,AP_4,2.4,6,20,16,-95.28135234,TRUE,BLE,35.15633732,60.5979216,15.51571559,4.481957257,6.650650395,9.597728114,9.897326309,0.1892308914,1
2025-11-02 0:01:10,AP_4,2.4,6,20,16,-95.28135234,TRUE,ZigBee,35.15633732,60.5979216,15.51571559,4.481957257,6.650650395,9.597728114,9.897326309,0.3126010306,1
2025-11-02 0:01:10,AP_5,5,48,40,18,-94.66191766,FALSE,wifi,34.69985631,307.5549546,5.058142506,4.718129858,6.648164559,9.677919232,9.985162281,0.2222037848,1
2025-11-02 0:01:10,AP_6,2.4,6,20,15,-94.8487998,TRUE,BLE,35.21077269,61.90750171,13.25604991,4.536570402,6.348248844,9.735041509,9.900529203,0.2947401161,1
2025-11-02 0:01:20,AP_1,5,44,40,17,-97.17447584,FALSE,wifi,36.59659478,317.9164853,3.046281888,4.855636038,6.610378957,9.128585138,9.852400846,0.1642569368,1
2025-11-02 0:01:20,AP_2,5,36,80,14,-96.82875504,FALSE,wifi,37.35367514,558.3315928,4.740285507,4.8414469,6.12077029,9.539559615,9.790603726,0.2460130863,1
2025-11-02 0:01:20,AP_3,5,44,20,19,-96.57529169,FALSE,wifi,35.99594389,180.7474328,3.832167836,4.799601745,6.484995021,9.660292623,9.82970962,0.11476919,1
2025-11-02 0:01:20,AP_4,2.4,6,20,16,-97.25580352,TRUE,ZigBee,36.15051685,62.45094914,11.64190561,4.595931691,6.650650395,9.597728114,9.897326309,0.4004393072,1
2025-11-02 0:01:20,AP_5,5,48,40,18,-96.74967801,FALSE,wifi,35.94607356,316.5996763,3.147680193,4.815891798,6.648164559,9.677919232,9.985162281,0.3961768249,1
2025-11-02 0:01:20,AP_6,2.4,6,20,15,-94.28141786,TRUE,BLE,34.74265986,60.59385524,14.74933562,4.474929383,6.348248844,9.735041509,9.900529203,0.05469781628,1
2025-11-02 0:01:30,AP_1,5,44,40,17,-97.98916523,TRUE,FHSS,37.03275953,302.0520567,12.01467187,4.663408695,6.610378957,9.128585138,9.852400846,0.2918492077,1
2025-11-02 0:01:30,AP_2,5,36,80,14,-98.19686927,FALSE,wifi,37.79950527,568.2963418,3.700533913,4.899078423,6.12077029,9.539559615,9.790603726,0.4969655742,1
2025-11-02 0:01:30,AP_3,5,44,20,19,-97.47944273,FALSE,wifi,36.62881824,183.5285782,4.522540208,4.827557631,6.484995021,9.660292623,9.82970962,0.874922888,1
2025-11-02 0:01:30,AP_4,2.4,6,20,16,-92.60869124,TRUE,ZigBee,33.38646937,57.5291497,19.86569336,4.31387921,6.650650395,9.597728114,9.897326309,0.6838843735,1
2025-11-02 0:01:30,AP_5,5,48,40,18,-94.30105901,FALSE,wifi,34.25988798,300.6929575,5.54726948,4.668757863,6.648164559,9.677919232,9.985162281,0.6931492505,1
2025-11-02 0:01:30,AP_6,2.4,6,20,15,-96.56278113,TRUE,BLE,35.84280091,62.30843168,12.2919506,4.588087081,6.348248844,9.735041509,9.900529203,0.03707419702,1
2025-11-02 0:01:30,AP_6,2.4,6,20,15,-96.56278113,TRUE,FHSS,35.84280091,62.30843168,12.2919506,4.588087081,6.348248844,9.735041509,9.900529203,0.6393588292,1
2025-11-02 0:01:40,AP_1,5,44,40,17,-96.20498083,FALSE,wifi,36.02746336,315.2573053,5.283254441,4.813727611,6.610378957,9.128585138,9.852400846,0.2523439784,1
2025-11-02 0:01:40,AP_2,5,36,80,14,-98.53964849,FALSE,wifi,38.15253702,567.979833,3.118502516,4.915630798,6.12077029,9.539559615,9.790603726,0.7538064823,1
2025-11-02 0:01:40,AP_3,5,44,20,19,-96.08545368,FALSE,wifi,35.77807112,182.7859701,3.96303015,4.803312885,6.484995021,9.660292623,9.82970962,0.4144730729,1
2025-11-02 0:01:40,AP_4,2.4,6,20,16,-95.11535175,FALSE,wifi,34.79463675,64.62268447,4.611129997,4.689839696,6.650650395,9.597728114,9.897326309,0.9665968927,1
2025-11-02 0:01:40,AP_5,5,48,40,18,-93.82706717,FALSE,wifi,34.22500338,296.4660705,6.967762511,4.640809665,6.648164559,9.677919232,9.985162281,0.7703777233,1
2025-11-02 0:01:40,AP_6,2.4,6,20,15,-96.65917131,FALSE,wifi,36.20527101,66.95882503,4.078731894,4.83492242,6.348248844,9.735041509,9.900529203,0.5293918108,1
2025-11-02 0:01:50,AP_1,5,44,40,17,-96.81378582,TRUE,FHSS,36.08147146,292.3525679,11.24056295,4.61633048,6.610378957,9.128585138,9.852400846,0.2814852012,1
2025-11-02 0:01:50,AP_2,5,36,80,14,-97.36311498,FALSE,wifi,37.69774949,563.3469589,3.800967966,4.874854336,6.12077029,9.539559615,9.790603726,0.6300799752,1
2025-11-02 0:01:50,AP_3,5,44,20,19,-97.05788325,FALSE,wifi,36.15219905,187.7596415,4.594172568,4.817473032,6.484995021,9.660292623,9.82970962,0.1156940557,1
2025-11-02 0:01:50,AP_4,2.4,6,20,16,-96.72798157,FALSE,wifi,35.87795429,65.83318516,4.427105652,4.783701301,6.650650395,9.597728114,9.897326309,0.09708925894,1
2025-11-02 0:01:50,AP_5,5,48,40,18,-95.50664825,FALSE,wifi,35.08197491,308.9722892,4.341423283,4.726201812,6.648164559,9.677919232,9.985162281,0.8794989581,1
2025-11-02 0:01:50,AP_6,2.4,6,20,15,-91.60647381,TRUE,FHSS,33.01075519,57.31990453,26.72878429,4.274698903,6.348248844,9.735041509,9.900529203,0.2372007956,1
2025-11-02 0:02:00,AP_1,5,44,40,17,-98.00392845,FALSE,wifi,36.91018065,319.2056645,2.997032289,4.883253771,6.610378957,9.128585138,9.852400846,0.9764352349,1
2025-11-02 0:02:00,AP_2,5,36,80,14,-94.19413611,FALSE,wifi,36.09951126,553.6165722,5.903951811,4.772711281,6.12077029,9.539559615,9.790603726,0.4083760701,1
2025-11-02 0:02:00,AP_3,5,44,20,19,-91.6980562,FALSE,wifi,33.01268456,169.0474359,19.01345876,4.48028128,6.484995021,9.660292623,9.82970962,0.6192973582,1
2025-11-02 0:02:00,AP_4,2.4,6,20,16,-96.54955807,FALSE,wifi,35.79516604,65.07514447,4.725688559,4.761403276,6.650650395,9.597728114,9.897326309,0.4941454284,1
2025-11-02 0:02:00,AP_5,5,48,40,18,-97.5272249,FALSE,wifi,36.44125139,314.7226703,4.272894653,4.827748653,6.648164559,9.677919232,9.985162281,0.8465879536,1
2025-11-02 0:02:00,AP_6,2.4,6,20,15,-94.51684027,TRUE,ZigBee,34.8307577,60.29878275,13.63456739,4.498277142,6.348248844,9.735041509,9.900529203,0.7460665312,1
2025-11-02 0:02:10,AP_1,5,44,40,17,-93.83940742,FALSE,wifi,34.74800359,302.9952914,4.888972435,4.708991602,6.610378957,9.128585138,9.852400846,0.2899588186,1
2025-11-02 0:02:10,AP_2,5,36,80,14,-98.86601805,FALSE,wifi,37.98372009,571.7072811,4.774081067,4.893685444,6.12077029,9.539559615,9.790603726,0.6138118954,1
2025-11-02 0:02:10,AP_3,5,44,20,19,-95.98725485,FALSE,wifi,35.6220566,182.312108,6.618430802,4.754194137,6.484995021,9.660292623,9.82970962,0.3162405907,1
2025-11-02 0:02:10,AP_4,2.4,6,20,16,-95.10852909,TRUE,BLE,34.97101504,60.24726256,12.65364447,4.467015604,6.650650395,9.597728114,9.897326309,0.9473706277,1
2025-11-02 0:02:10,AP_5,5,48,40,18,-94.88075215,FALSE,wifi,35.03536855,309.4306585,3.923604941,4.749806776,6.648164559,9.677919232,9.985162281,0.6978734418,1
2025-11-02 0:02:10,AP_6,2.4,6,20,15,-92.86311873,TRUE,BLE,33.73826462,58.20162799,18.08399278,4.354201465,6.348248844,9.735041509,9.900529203,0.9820683853,1
2025-11-02 0:02:20,AP_1,5,44,40,17,-95.22953257,FALSE,wifi,35.36767205,309.3765443,6.501472207,4.752317253,6.610378957,9.128585138,9.852400846,0.8376257329,1
2025-11-02 0:02:20,AP_2,5,36,80,14,-95.2585865,FALSE,wifi,36.77337874,553.96945,3.72555153,4.821372571,6.12077029,9.539559615,9.790603726,0.594658497,1
2025-11-02 0:02:20,AP_3,5,44,20,19,-95.13304032,FALSE,wifi,34.9777674,179.156384,5.535977261,4.711686371,6.484995021,9.660292623,9.82970962,0.24152101,1
2025-11-02 0:02:20,AP_4,2.4,6,20,16,-95.54081475,FALSE,wifi,35.00884491,63.69516328,4.543670238,4.706618774,6.650650395,9.597728114,9.897326309,0.6282805456,1
2025-11-02 0:02:20,AP_5,5,48,40,18,-97.49203923,TRUE,FHSS,36.35558009,295.1245461,12.81900292,4.603792997,6.648164559,9.677919232,9.985162281,0.8676132363,1
2025-11-02 0:02:20,AP_6,2.4,6,20,15,-96.16306351,TRUE,BLE,35.92182774,62.53757419,11.86787969,4.571182843,6.348248844,9.735041509,9.900529203,0.4469103966,1
2025-11-02 0:02:30,AP_1,5,44,40,17,-95.0515353,FALSE,wifi,35.35388728,309.0232838,3.722683787,4.75896158,6.610378957,9.128585138,9.852400846,0.9130075933,1
2025-11-02 0:02:30,AP_2,5,36,80,14,-96.67618997,FALSE,wifi,37.58425986,567.8716205,3.775418093,4.877255938,6.12077029,9.539559615,9.790603726,0.007950477762,1
2025-11-02 0:02:30,AP_3,5,44,20,19,-94.33398625,FALSE,wifi,35.07507155,180.9789208,6.350531317,4.725851412,6.484995021,9.660292623,9.82970962,0.7882955789,1
2025-11-02 0:02:30,AP_4,2.4,6,20,16,-92.84272417,FALSE,wifi,33.61054671,61.88719076,7.927725561,4.564057654,6.650650395,9.597728114,9.897326309,0.4873708452,1
2025-11-02 0:02:30,AP_5,5,48,40,18,-95.48877002,FALSE,wifi,35.5053783,309.8646536,7.20321338,4.765891417,6.648164559,9.677919232,9.985162281,0.4839598136,1
2025-11-02 0:02:30,AP_6,2.4,6,20,15,-95.90649226,FALSE,wifi,35.41587056,65.68698026,4.886325767,4.758562506,6.348248844,9.735041509,9.900529203,0.09847480718,1
2025-11-02 0:02:40,AP_1,5,44,40,17,-94.92729089,FALSE,wifi,35.19894498,309.262685,4.890610264,4.756262001,6.610378957,9.128585138,9.852400846,0.2895341741,1
2025-11-02 0:02:40,AP_2,5,36,80,14,-97.20487463,FALSE,wifi,37.71081668,568.9257251,3.427984531,4.887638117,6.12077029,9.539559615,9.790603726,0.09671494083,1
2025-11-02 0:02:40,AP_3,5,44,20,19,-96.31435254,FALSE,wifi,35.86194052,182.6903416,5.613946001,4.764840084,6.484995021,9.660292623,9.82970962,0.1812272059,1
2025-11-02 0:02:40,AP_4,2.4,6,20,16,-94.37154344,FALSE,wifi,34.44580755,62.16643834,6.767701664,4.640330866,6.650650395,9.597728114,9.897326309,0.8334426639,1
2025-11-02 0:02:40,AP_5,5,48,40,18,-96.53156305,FALSE,wifi,35.81129388,313.2065274,3.121800539,4.803691068,6.648164559,9.677919232,9.985162281,0.9608112314,1
2025-11-02 0:02:40,AP_6,2.4,6,20,15,-94.55163317,TRUE,BLE,34.57239802,60.57577534,14.89451802,4.450744587,6.348248844,9.735041509,9.900529203,0.02607369006,1
2025-11-02 0:02:40,AP_6,2.4,6,20,15,-94.55163317,TRUE,ZigBee,34.57239802,60.57577534,14.89451802,4.450744587,6.348248844,9.735041509,9.900529203,0.9869446526,1
2025-11-02 0:02:50,AP_1,5,44,40,17,-97.88626794,FALSE,wifi,37.08038632,323.1053748,3.634507093,4.900104339,6.610378957,9.128585138,9.852400846,0.4565591027,1
2025-11-02 0:02:50,AP_2,5,36,80,14,-94.03976057,FALSE,wifi,36.20265217,548.2026636,5.851744792,4.77520693,6.12077029,9.539559615,9.790603726,0.6844591701,1
2025-11-02 0:02:50,AP_3,5,44,20,19,-94.43604941,FALSE,wifi,34.97542353,181.9047845,7.395103201,4.707016208,6.484995021,9.660292623,9.82970962,0.04055443909,1
2025-11-02 0:02:50,AP_4,2.4,6,20,16,-94.55873992,TRUE,FHSS,34.7104432,60.25444984,15.22649189,4.439457579,6.650650395,9.597728114,9.897326309,0.8078585356,1
2025-11-02 0:02:50,AP_5,5,48,40,18,-97.14738286,FALSE,wifi,36.02033464,312.9254895,3.539613759,4.81108281,6.648164559,9.677919232,9.985162281,0.4631929563,1
2025-11-02 0:02:50,AP_6,2.4,6,20,15,-94.99497448,TRUE,ZigBee,34.85754416,61.14436989,12.89213103,4.519538536,6.348248844,9.735041509,9.900529203,0.04831518074,1
2025-11-02 0:03:00,AP_1,5,44,40,17,-96.76694271,FALSE,wifi,36.51576995,313.8739882,2.992588632,4.852136785,6.610378957,9.128585138,9.852400846,0.3314313246,1
2025-11-02 0:03:00,AP_2,5,36,80,14,-97.67597851,FALSE,wifi,37.70293472,570.9771948,4.053884619,4.888664057,6.12077029,9.539559615,9.790603726,0.1504215697,1
2025-11-02 0:03:00,AP_3,5,44,20,19,-94.81390599,FALSE,wifi,34.99975238,179.3904242,5.842510491,4.709599767,6.484995021,9.660292623,9.82970962,0.4157126815,1
2025-11-02 0:03:00,AP_4,2.4,6,20,16,-93.16371533,TRUE,ZigBee,33.83855194,57.96995811,16.36278394,4.330488154,6.650650395,9.597728114,9.897326309,0.4030759408,1
2025-11-02 0:03:00,AP_5,5,48,40,18,-99.39601461,FALSE,wifi,37.26129084,320.2504501,3.892836199,4.878792136,6.648164559,9.677919232,9.985162281,0.05396988532,1
2025-11-02 0:03:00,AP_6,2.4,6,20,15,-92.32209555,TRUE,BLE,33.39129739,56.90284551,19.27855287,4.310120215,6.348248844,9.735041509,9.900529203,0.6110131033,1
2025-11-02 0:03:10,AP_1,5,44,40,17,-97.02799774,FALSE,wifi,36.26697456,316.9002796,2.624084821,4.838623503,6.610378957,9.128585138,9.852400846,0.06818726767,1
2025-11-02 0:03:10,AP_2,5,36,80,14,-95.86268901,TRUE,FHSS,37.01176032,525.0975675,11.16542025,4.631940826,6.12077029,9.539559615,9.790603726,0.3781037111,1
2025-11-02 0:03:10,AP_3,5,44,20,19,-97.80782118,FALSE,wifi,36.68050822,186.7668577,4.281937535,4.857155975,6.484995021,9.660292623,9.82970962,0.6378891574,1
2025-11-02 0:03:10,AP_4,2.4,6,20,16,-93.35444674,FALSE,wifi,33.94503902,61.69006852,9.886434018,4.580175276,6.650650395,9.597728114,9.897326309,0.4447432906,1
2025-11-02 0:03:10,AP_5,5,48,40,18,-98.0764817,FALSE,wifi,36.87637256,317.0653932,4.549410455,4.877029336,6.648164559,9.677919232,9.985162281,0.9166942293,1
2025-11-02 0:03:10,AP_6,2.4,6,20,15,-93.59409235,TRUE,BLE,34.01532732,58.36035002,18.33832425,4.394702731,6.348248844,9.735041509,9.900529203,0.6391612609,1
2025-11-02 0:03:20,AP_1,5,44,40,17,-97.9007554,FALSE,wifi,37.21199183,325.4295233,3.608155312,4.90686858,6.610378957,9.128585138,9.852400846,0.8387532763,1
2025-11-02 0:03:20,AP_2,5,36,80,14,-97.9003815,FALSE,wifi,37.62762586,567.5729804,3.700985403,4.873956158,6.12077029,9.539559615,9.790603726,0.7116505661,1
2025-11-02 0:03:20,AP_3,5,44,20,19,-96.46798232,FALSE,wifi,36.14630781,185.2045888,4.973611745,4.799127401,6.484995021,9.660292623,9.82970962,0.5033894617,1
2025-11-02 0:03:20,AP_4,2.4,6,20,16,-95.04301329,TRUE,BLE,34.9459137,59.01270808,15.36984757,4.442061993,6.650650395,9.597728114,9.897326309,0.4225303698,1
2025-11-02 0:03:20,AP_5,5,48,40,18,-96.84169779,FALSE,wifi,36.03332899,316.4843164,4.888033295,4.805964028,6.648164559,9.677919232,9.985162281,0.8511239948,1
2025-11-02 0:03:20,AP_6,2.4,6,20,15,-95.01490082,TRUE,BLE,35.33770367,61.47810639,14.81965773,4.518990532,6.348248844,9.735041509,9.900529203,0.01570414368,1
2025-11-02 0:03:20,AP_6,2.4,6,20,15,-95.01490082,TRUE,FHSS,35.33770367,61.47810639,14.81965773,4.518990532,6.348248844,9.735041509,9.900529203,0.5456591386,1
2025-11-02 0:03:30,AP_1,5,44,40,17,-96.41295801,FALSE,wifi,35.92895617,312.7805637,3.508229815,4.809515593,6.610378957,9.128585138,9.852400846,0.9121946113,1
2025-11-02 0:03:30,AP_2,5,36,80,14,-96.81721269,FALSE,wifi,37.47869666,564.892289,3.891300113,4.862382411,6.12077029,9.539559615,9.790603726,0.1880945373,1
2025-11-02 0:03:30,AP_3,5,44,20,19,-96.48235525,FALSE,wifi,35.95639017,181.4166756,7.553722153,4.779949943,6.484995021,9.660292623,9.82970962,0.6498744412,1
2025-11-02 0:03:30,AP_4,2.4,6,20,16,-95.09682783,TRUE,BLE,34.99594849,59.59608015,14.26330933,4.464998653,6.650650395,9.597728114,9.897326309,0.2360870326,1
2025-11-02 0:03:30,AP_5,5,48,40,18,-96.68557335,TRUE,FHSS,35.9210965,293.0737993,11.82073814,4.575539411,6.648164559,9.677919232,9.985162281,0.8402437731,1
2025-11-02 0:03:30,AP_6,2.4,6,20,15,-93.19700323,TRUE,BLE,33.93518569,59.35702135,17.038413,4.414190958,6.348248844,9.735041509,9.900529203,0.4468639979,1
2025-11-02 0:03:30,AP_6,2.4,6,20,15,-93.19700323,TRUE,ZigBee,33.93518569,59.35702135,17.038413,4.414190958,6.348248844,9.735041509,9.900529203,0.03963573739,1
2025-11-02 0:03:40,AP_1,5,44,40,17,-93.86768091,TRUE,FHSS,34.52348787,285.263173,14.96394039,4.469976827,6.610378957,9.128585138,9.852400846,0.8646350948,1
2025-11-02 0:03:40,AP_2,5,36,80,14,-96.21914876,FALSE,wifi,37.14280634,556.835424,3.947005423,4.84810554,6.12077029,9.539559615,9.790603726,0.7853843162,1
2025-11-02 0:03:40,AP_3,5,44,20,19,-96.13629728,TRUE,FHSS,35.86190325,171.6752777,12.14557123,4.553733927,6.484995021,9.660292623,9.82970962,0.5263010785,1
2025-11-02 0:03:40,AP_4,2.4,6,20,16,-94.0451553,TRUE,BLE,34.26135957,58.95607919,16.38141605,4.388871415,6.650650395,9.597728114,9.897326309,0.7376172187,1
2025-11-02 0:03:40,AP_5,5,48,40,18,-95.50455573,TRUE,FHSS,34.97784113,290.8049966,13.32759998,4.502760626,6.648164559,9.677919232,9.985162281,0.2513486883,1
2025-11-02 0:03:40,AP_6,2.4,6,20,15,-93.56549618,TRUE,BLE,34.468109,59.805894,14.03059141,4.442839584,6.348248844,9.735041509,9.900529203,0.5204160823,1
2025-11-02 0:03:50,AP_1,5,44,40,17,-97.79226387,FALSE,wifi,37.12285567,320.9389284,3.238157788,4.879409535,6.610378957,9.128585138,9.852400846,0.3399844078,1
2025-11-02 0:03:50,AP_2,5,36,80,14,-94.83969818,FALSE,wifi,36.52448781,551.5786919,5.319640723,4.806017883,6.12077029,9.539559615,9.790603726,0.8637202527,1
